Reporting Period,Project Number,Legacy Project Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
11/30/2022,150849,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/24/2018,10/3/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US [240V],15,"Jinko Solar Co., Ltd",JKM295M-60,15,22110.5,,4.43,4953,,No,No,Yes,40.7206369,-73.5137848,POINT (-73.5137848 40.7206369)
11/30/2022,228096,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059408500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/27/2020,8/18/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,"S-Energy Co., Ltd.",SN370M-10(B),15,22586,,5.55,6631,,No,No,Yes,40.69988,-73.5434857,POINT (-73.5434857 40.69988)
11/30/2022,381891,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519601,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/13/2022,3/22/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],26,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,26,41826.15,,10.4,10974,,No,No,Yes,40.7797679,-73.4975482,POINT (-73.4975482 40.7797679)
11/30/2022,277979,,,Rockville Centre,Nassau,NY,11570,Hempstead,Town,36059413001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/30/2020,5/19/2021,Complete,EmPower Solar,No,SunPower,SPR-A415-G-AC [240V],20,Sunpower,SPR-A415-G-AC,20,29054.97,,8.3,10088,,No,No,Yes,40.6459072,-73.6490189,POINT (-73.6490189 40.6459072)
11/30/2022,111759,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/11/2018,8/10/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US (240V),18,Hanwha Q CELLS,Q.PEAK BLK-G4.1 300,18,20304,,5.4,7329,,No,No,Yes,40.7291043,-73.4779697,POINT (-73.4779697 40.7291043)
11/30/2022,206215,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/13/2019,10/30/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,Trina Solar,TSM-305DD05A.05(II),28,38250.38,,8.54,10639,,No,No,Yes,40.7461475,-73.5685582,POINT (-73.5685582 40.7461475)
11/30/2022,252141,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415102,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/11/2020,12/23/2021,Complete,Harvest Power,No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],24,LG Electronics Inc.,LG340N1C-V5,24,31276.73,,8.16,11303,,No,No,Yes,40.637402,-73.5488043,POINT (-73.5488043 40.637402)
11/30/2022,378907,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/2/2022,5/9/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7AS-66-ACM-US [240V],19,SunPower,SPR-A400-BLK-G-AC,19,32985.85,,7.6,8536,,No,No,Yes,40.7144681,-73.4372606,POINT (-73.4372606 40.7144681)
11/30/2022,233685,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/31/2020,9/15/2020,Complete,Hytech Solar Inc,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],19,"S-Energy Co., Ltd.",SN370M-10T,19,36747,,7.03,8620,,No,No,Yes,40.6884053,-73.4706593,POINT (-73.4706593 40.6884053)
11/30/2022,317008,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413803,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/6/2021,8/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,30344.99,,7.22,7759,,No,No,Yes,40.6273483,-73.6078072,POINT (-73.6078072 40.6273483)
11/30/2022,273884,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/11/2021,2/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],18,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,24875.02,,6.12,6488,,No,No,Yes,40.7206369,-73.5137848,POINT (-73.5137848 40.7206369)
11/30/2022,89007,,,Mineola,Nassau,NY,11501,North Hempstead,Town,36059303600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/27/2017,10/17/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy,M215-60-2LL-S2x-IG-NA (240V),31,Hyundai Heavy Industries Green Energy Co.,HiS-S260RG(BK),31,35440,,8.06,9375,,No,No,Yes,40.7450042,-73.6413261,POINT (-73.6413261 40.7450042)
11/30/2022,444582,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/10/2022,5/27/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],20,SunPower,SPR-A400-BLK-G-AC,20,34083.75,,8,10125,,No,No,Yes,40.7191361,-73.5541464,POINT (-73.5541464 40.7191361)
11/30/2022,308006,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059302900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/13/2021,10/25/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,21,31321.53,,7.98,9812,,No,No,Yes,40.7449003,-73.673772,POINT (-73.673772 40.7449003)
11/30/2022,231097,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/14/2020,7/28/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,"S-Energy Co., Ltd.",SN370M-10T,19,38642,,7.03,7340,,No,No,Yes,40.6529539,-73.7073251,POINT (-73.7073251 40.6529539)
11/30/2022,111011,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/25/2018,3/5/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US,1,Silfab,SLG370M,21,24630.9,,7.77,7672,,No,No,Yes,40.6566387,-73.4945963,POINT (-73.4945963 40.6566387)
11/30/2022,164203,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/17/2018,2/5/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,21,38058.8,,7.56,9043,,No,No,Yes,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,89023,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059409700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/26/2017,10/3/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy,M215-60-2LL-S2x-IG-NA (240V),44,Hyundai Heavy Industries Green Energy Co.,HiS-S260RG(BK),44,45760,,11.44,11193,,No,No,Yes,40.6965204,-73.5055678,POINT (-73.5055678 40.6965204)
11/30/2022,306909,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/6/2021,7/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,29678.11,,7.22,8406,,No,No,Yes,40.7478914,-73.491996,POINT (-73.491996 40.7478914)
11/30/2022,263158,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/15/2020,6/30/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US-& [240V],15,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,15,25483.35,,5.1,6137,,No,No,Yes,40.7265502,-73.5003795,POINT (-73.5003795 40.7265502)
11/30/2022,250296,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059408400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/7/2020,10/23/2020,Complete,Harvest Power,No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],18,LG Electronics Inc.,LG375Q1C-V5,18,39160,,6.75,6909,,No,No,Yes,40.6935665,-73.5633932,POINT (-73.5633932 40.6935665)
11/30/2022,264525,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/23/2020,12/23/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],31,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA17E,31,31778,,10.23,12364,,No,No,Yes,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,458826,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413002,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/2/2022,6/7/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],18,SunPower,SPR-A400-BLK-G-AC,18,32803.9,,7.2,9042,,No,No,Yes,40.6272093,-73.6533873,POINT (-73.6533873 40.6272093)
11/30/2022,159207,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059415300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/4/2018,1/31/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA16,15,19800,,4.95,6095,,No,No,Yes,40.6722033,-73.5348249,POINT (-73.5348249 40.6722033)
11/30/2022,172327,,,West Hempstead,Nassau,NY,11552,Hempstead,Town,36059406201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/4/2019,5/6/2019,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],12,"Jinko Solar Co., Ltd",JKM300M-60,12,22051,,3.6,4181,,No,No,Yes,40.693271,-73.6445099,POINT (-73.6445099 40.693271)
11/30/2022,357238,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059303000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/4/2021,1/24/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,15,26199.52,,6,5840,,No,No,Yes,40.7354356,-73.6852944,POINT (-73.6852944 40.7354356)
11/30/2022,188376,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413803,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/10/2019,3/11/2020,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],20,"Jinko Solar Co., Ltd",JKM310M-60,20,22532,,6.2,6070,,No,No,Yes,40.6273483,-73.6078072,POINT (-73.6078072 40.6273483)
11/30/2022,301524,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/9/2021,7/20/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,35870.11,,7.22,7380,,No,No,Yes,40.6375195,-73.628331,POINT (-73.628331 40.6375195)
11/30/2022,165104,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/14/2018,2/14/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,21,25552.8,,7.56,8462,,No,No,Yes,40.6805015,-73.473073,POINT (-73.473073 40.6805015)
11/30/2022,250035,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/11/2020,7/24/2020,Complete,Green Logic LLC,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y [240V],26,Sunpower,SPR-E20-327-E-AC,26,42365,,8.5,10084,,No,No,Yes,40.7700003,-73.470091,POINT (-73.470091 40.7700003)
11/30/2022,451246,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/18/2022,7/12/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],27,SunPower,SPR-A400-BLK-G-AC,27,33346,,10.8,14475,,No,No,Yes,40.7461475,-73.5685582,POINT (-73.5685582 40.7461475)
11/30/2022,297489,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/22/2021,6/29/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],17,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,17,28099.69,,6.46,7953,,No,No,Yes,40.7367929,-73.5328885,POINT (-73.5328885 40.7367929)
11/30/2022,148526,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/15/2018,10/19/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Silfab,SLG370M,16,22414.2,,5.92,6076,,No,No,Yes,40.6498481,-73.6278368,POINT (-73.6278368 40.6498481)
11/30/2022,451080,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/29/2022,6/29/2022,Complete,Hytech Solar Inc,No,Enphase Energy Inc.,IQ8PLUS-72-M-US [240V],39,Hanwha Q CELLS,Q.PEAK DUO ML-G10.a+ 400,39,42000,,15.6,16506,,No,No,Yes,40.6839853,-73.5546084,POINT (-73.5546084 40.6839853)
11/30/2022,224079,,,Woodmere,Nassau,NY,11598,Hempstead,Town,36059411302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/26/2019,3/12/2020,Complete,Go Solar/Green NY LLC,No,SunPower,SPR-X21-345-E-AC [240V],30,Sunpower,SPR-X21-345-E-AC,30,31900,,10.35,11205,,No,No,Yes,40.6386204,-73.7212504,POINT (-73.7212504 40.6386204)
11/30/2022,232563,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/24/2020,6/16/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],20,"S-Energy Co., Ltd.",SN370M-10T,20,39248,,7.4,7895,,No,No,Yes,40.6260687,-73.6811773,POINT (-73.6811773 40.6260687)
11/30/2022,454299,,,Mineola,Nassau,NY,11501,North Hempstead,Town,36059303500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/12/2022,6/15/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],12,SunPower,SPR-A400-BLK-G-AC,12,24227.6,,4.8,5380,,No,No,Yes,40.7471425,-73.6510435,POINT (-73.6510435 40.7471425)
11/30/2022,229015,,,Williston Park,Nassau,NY,11596,North Hempstead,Town,36059303102,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/10/2020,7/16/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,"S-Energy Co., Ltd.",SN370M-10(B),15,22796,,5.55,5951,,No,No,Yes,40.7566821,-73.663492,POINT (-73.663492 40.7566821)
11/30/2022,102046,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/27/2017,3/5/2018,Complete,Grid City Electric Corp,No,SolarEdge Technologies Ltd.,SE10000A-US (240V),1,LG Electronics,LG335N1C-A5,37,39664,,12.4,14188,,No,No,Yes,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,149350,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/20/2018,8/30/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US [240V],30,"Jinko Solar Co., Ltd",JKM290M-60,30,30603,,8.7,8342,,No,No,Yes,40.751994,-73.5397121,POINT (-73.5397121 40.751994)
11/30/2022,186052,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/17/2019,7/8/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,18,34091.2,,6.48,7794,,No,No,Yes,40.6260687,-73.6811773,POINT (-73.6811773 40.6260687)
11/30/2022,288343,,,Valley Stream,Nassau,NY,11580,Hempstead,Town,36059410400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/26/2021,4/20/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,33,53269.07,,12.54,10059,,No,No,Yes,40.6670011,-73.7188534,POINT (-73.7188534 40.6670011)
11/30/2022,241504,,,East Norwich,Nassau,NY,11732,Oyster Bay,Town,36059518100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/19/2020,4/13/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,16,36578.24,,5.44,7307,,No,No,Yes,40.8495235,-73.5288524,POINT (-73.5288524 40.8495235)
11/30/2022,251925,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/7/2020,8/26/2020,Complete,Hytech Solar Inc,No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 345,25,26400,,8.63,9775,,No,No,Yes,40.8037167,-73.50656,POINT (-73.50656 40.8037167)
11/30/2022,256459,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/29/2020,8/28/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,19,25943.91,,6.46,7864,,No,No,Yes,40.6576004,-73.4640836,POINT (-73.4640836 40.6576004)
11/30/2022,188065,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059408400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/3/2019,8/16/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],27,"S-Energy Co., Ltd.",SN360M-10,27,36601.32,,9.72,11207,,No,No,Yes,40.6935665,-73.5633932,POINT (-73.5633932 40.6935665)
11/30/2022,301740,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059409500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/6/2021,5/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,21,31496.53,,7.98,8958,,No,No,Yes,40.7056,-73.4897758,POINT (-73.4897758 40.7056)
11/30/2022,354655,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/22/2021,1/4/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,13,23664.25,,4.94,4732,,No,No,Yes,40.7367929,-73.5328885,POINT (-73.5328885 40.7367929)
11/30/2022,257372,,,Jericho,Nassau,NY,11753,Oyster Bay,Town,36059518501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/10/2020,9/16/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,33,39933.37,,11.22,12154,,No,No,Yes,40.7856535,-73.5517308,POINT (-73.5517308 40.7856535)
11/30/2022,254029,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/14/2020,8/14/2020,Complete,Surf Clean Energy Inc,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],19,JA Solar,JAM72S09-390/PR,19,30300,,7.41,6648,,No,No,Yes,40.7397927,-73.5254468,POINT (-73.5254468 40.7397927)
11/30/2022,252960,,,Woodmere,Nassau,NY,11598,Hempstead,Town,36059411400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/21/2020,9/9/2020,Complete,KPS Solar Inc,No,SolarEdge Technologies Ltd.,SE11400H-US [240V],2,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,70,69020,,23.8,23399,,No,No,Yes,40.6305736,-73.7103607,POINT (-73.7103607 40.6305736)
11/30/2022,102139,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059409500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/5/2018,5/1/2018,Complete,Grid City Electric Corp,No,SolarEdge Technologies Ltd.,SE10000A-US (240V),1,Silfab,SLA310M,33,33759,,10.23,11290,,No,No,Yes,40.7056,-73.4897758,POINT (-73.4897758 40.7056)
11/30/2022,164147,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/26/2018,1/31/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Trina Solar,TSM-300DD05A.05(II),33,34546,,9.9,10997,,No,No,Yes,40.6566387,-73.4945963,POINT (-73.4945963 40.6566387)
11/30/2022,125692,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301101,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/11/2018,11/16/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,CertainTeed,CT285M11-01,26,33131.8,,7.41,8214,,No,No,Yes,40.8375595,-73.7102316,POINT (-73.7102316 40.8375595)
11/30/2022,187212,,,Long Beach,Nassau,NY,11561,Hempstead,Town,36059416300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/28/2019,8/26/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,"S-Energy Co., Ltd.",SN360M-10,15,21325.4,,5.4,6320,,No,No,Yes,40.5860567,-73.7250967,POINT (-73.7250967 40.5860567)
11/30/2022,231983,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/20/2020,7/9/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,"S-Energy Co., Ltd.",SN370M-10T,16,24946,,5.92,8034,,No,No,Yes,40.71639,-73.5270022,POINT (-73.5270022 40.71639)
